long,lat,region,target,atm_group,food_drink_500,bus_tram_count,food_drink_1000,food_drink_250,metro_distance,personal_services_1000,metro_count,financial_services_250,financial_services_500,financial_services_1000,food_drink_100,personal_services_500,cash_intensive_shops_1000,entertainment_1000,markets_vendors_1000,healthcare_1000,financial_services_100,personal_services_250,cash_intensive_shops_500,entertainment_500,tourism_1000
49.282035,53.534882,Самарская область,-0.0025460955410477,5478.0,2,8,5,0,0.0,2,0,2,3,7,0,2,12,0,1,8,0,1,4,0,0
44.978422,53.209929,Пензенская область,-0.0139988970148823,5478.0,9,8,16,9,0.0,18,0,5,5,10,1,4,32,0,0,32,4,4,8,0,0
92.904692,55.997396,Красноярский край,-0.1085640268888845,5478.0,7,6,10,0,0.0,6,0,1,5,15,0,3,11,2,4,15,0,2,4,1,1
30.347983,59.926472,Санкт-Петербург,0.1943498597106673,8083.0,221,23,693,61,64.79979142820653,188,5,18,26,165,6,84,112,42,91,106,5,28,25,8,225
37.632871,55.783554,Москва,0.2186083166997159,8083.0,54,23,119,14,188.70618386321385,77,4,5,24,46,7,28,47,5,6,97,2,11,28,0,15
44.936991,53.227549,Пензенская область,-0.0119765150163044,5478.0,4,5,17,2,0.0,16,0,1,1,4,1,4,43,2,1,32,0,2,8,1,4
37.613341,55.721518,Москва,0.0344442201455915,1942.0,35,10,137,13,392.40093715066325,84,2,8,14,45,0,16,51,6,10,66,3,3,12,0,8
107.588572,51.827707,Республика Бурятия,0.211883602623696,8083.0,25,14,53,2,0.0,3,0,1,14,18,0,0,8,7,0,9,0,0,4,4,13
40.944151,57.774743,Костромская область,-0.0563439020728364,5478.0,6,11,13,2,0.0,3,0,3,5,10,0,0,6,2,5,8,2,0,2,1,3
113.480199,52.075137,Забайкальский край,-0.0315570326537954,5478.0,1,11,6,0,0.0,1,0,7,8,11,0,0,18,1,0,11,0,0,5,0,2
82.971732,55.020657,Новосибирская область,-0.1450012314747548,3185.5,3,7,7,2,0.0,0,0,3,3,4,0,0,10,0,1,6,2,0,1,0,3
40.922959,57.035329,Ивановская область,-0.0337872398104219,5478.0,1,3,1,0,0.0,0,0,0,4,4,0,0,6,0,0,8,0,0,3,0,0
48.500033,55.846997,Татарстан,-0.0936156270803666,1022.0,7,4,15,4,0.0,12,0,9,23,31,1,10,18,1,4,24,2,3,9,0,2
129.736436,62.03152,Республика Саха (Якутия),0.2186083166997159,8083.0,26,14,50,6,0.0,8,0,4,14,23,0,2,44,7,7,16,0,1,19,5,9
38.126315,53.772477,Тульская область,-0.0936732197937625,496.5,1,7,5,0,0.0,2,0,0,2,3,0,1,18,0,0,6,0,0,7,0,1
113.495084,52.028372,Забайкальский край,-0.0555896383552634,5478.0,9,8,37,2,0.0,4,0,3,12,43,1,1,32,8,1,28,3,0,11,1,12
49.118586,55.829578,Татарстан,-0.0876145770962589,1022.0,20,5,69,8,0.0,57,0,10,15,35,5,10,58,0,42,59,7,5,17,0,2
55.121794,51.775505,Оренбургская область,-0.0999911519589801,3185.5,1,1,16,0,0.0,10,0,1,1,21,0,0,10,2,0,27,1,0,1,0,5
53.208652,56.844683,Удмуртия,0.1502758342600263,8083.0,42,17,127,7,0.0,12,0,4,19,40,1,5,94,13,1,39,3,0,17,5,5
38.314342,54.028715,Тульская область,-0.0608836129203555,5478.0,3,6,5,0,0.0,2,0,1,2,2,0,1,7,0,0,11,0,0,4,0,1
37.591512,55.899179,Москва,0.0535225755908244,1942.0,18,26,32,6,228.4168115655443,33,9,6,16,21,1,14,47,0,1,40,2,6,32,0,0
84.985315,56.476413,Томская область,0.1711529722451342,8083.0,31,16,67,11,0.0,74,0,6,21,46,1,31,36,0,32,80,1,11,17,0,4
40.464864,56.165739,Владимирская область,-0.0697484249909755,5478.0,9,8,23,1,0.0,47,0,3,12,25,1,18,51,1,2,65,2,6,16,1,0
30.483979,59.840917,Санкт-Петербург,-0.0216109243816037,5478.0,4,8,6,2,0.0,6,0,3,3,3,2,2,9,0,0,11,2,0,6,0,1
43.156036,51.548894,Саратовская область,-0.04718178944502,5478.0,3,5,6,3,0.0,0,0,2,3,9,1,0,3,2,3,11,1,0,3,1,3
54.26587,53.694946,Башкортостан,-0.0816133313264786,496.5,1,0,1,0,0.0,0,0,0,1,1,0,0,1,0,2,3,0,0,1,0,1
90.408319,56.006593,Красноярский край,-0.0156276619014079,3185.5,1,2,4,1,0.0,4,0,2,2,9,0,2,17,0,4,11,2,1,4,0,1
37.505049,54.0205,Тульская область,-0.0118446410361723,5478.0,5,5,15,3,0.0,10,0,2,11,15,0,7,34,0,2,21,0,0,19,0,3
61.374562,55.170784,Челябинская область,0.1339025741572567,8083.0,12,4,32,6,0.0,12,0,3,3,4,2,2,7,1,0,14,2,1,0,0,3
30.483009,59.90515,Санкт-Петербург,-0.0048943075078112,1942.0,18,17,46,7,235.76043200709188,20,2,8,28,45,0,9,45,1,17,31,4,3,21,1,1
49.195653,55.741105,Татарстан,-0.0639258291648305,1022.0,6,7,15,3,0.0,9,0,2,6,16,0,2,22,1,19,26,2,0,10,1,1
48.392029,54.308198,Ульяновская область,0.0080987312659693,496.5,22,20,70,5,0.0,13,0,5,17,39,2,9,21,3,2,32,1,1,11,2,4
43.998342,53.185994,Пензенская область,-0.0310243642900338,496.5,3,5,6,1,0.0,0,0,0,1,2,1,0,10,1,1,5,0,0,1,0,1
158.640215,53.063304,Камчатский край,0.0058485710845819,496.5,5,9,45,1,0.0,16,0,1,5,29,0,0,23,1,1,30,1,0,3,0,2
83.935113,53.390176,Алтайский край,-0.0879103671821874,5478.0,1,6,2,0,0.0,0,0,3,5,5,0,0,4,1,1,6,1,0,2,0,1
52.430944,55.771226,Татарстан,-0.0800042191099653,1022.0,3,0,10,1,0.0,10,0,1,3,6,1,5,13,0,2,6,1,2,5,0,0
38.215734,54.0816,Тульская область,-0.0094433280653893,3185.5,0,2,2,0,0.0,1,0,0,0,0,0,0,10,0,0,4,0,0,4,0,1
37.530732,55.640889,Москва,-0.0295654478220766,1942.0,39,21,72,20,307.08880640787135,54,9,8,21,30,9,29,48,0,9,50,7,16,23,0,1
50.177017,53.199924,Самарская область,0.0571243591442085,1942.0,3,3,16,2,36.85107380853756,29,3,4,5,10,0,9,26,1,2,50,0,4,6,0,6
50.22196,53.235085,Самарская область,0.0110832621571947,5478.0,6,4,12,5,0.0,27,0,2,4,7,2,15,30,0,8,39,2,4,15,0,3
37.481487,55.665061,Москва,0.0888420935813255,1942.0,49,35,64,32,122.86368191093528,28,9,7,14,19,10,14,17,1,4,37,1,4,9,1,2
30.483009,59.90515,Санкт-Петербург,-0.0090163151303851,1942.0,18,17,46,7,235.76043200709188,20,2,8,28,45,0,9,45,1,17,31,4,3,21,1,1
52.37365,55.742002,Татарстан,-0.0963634414354809,5478.0,4,8,13,0,0.0,8,0,0,0,7,0,2,14,0,1,8,0,2,2,0,1
53.208346,56.845844,Удмуртия,0.0241858266324093,1942.0,39,20,126,12,0.0,12,0,5,18,41,1,6,94,13,1,39,1,0,14,3,6
107.652226,51.812225,Республика Бурятия,-0.033855712720905,5478.0,0,12,2,0,0.0,0,0,0,2,7,0,0,3,0,0,1,0,0,2,0,0
37.668695,55.769884,Москва,-0.1140595362449792,5478.0,35,16,271,10,0.0,82,0,5,15,45,1,18,68,19,10,60,2,8,12,3,32
30.144245,59.849202,Санкт-Петербург,0.1420952942507135,8083.0,32,15,42,16,0.0,18,0,4,8,8,12,9,23,1,0,20,4,1,12,1,1
40.297543,43.671371,Краснодарский край,0.1635023925050153,8083.0,34,4,42,19,0.0,0,0,3,3,5,2,0,0,2,0,2,3,0,0,0,8
42.207164,47.54,Ростовская область,0.0717680515183032,1942.0,0,5,1,0,0.0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0
113.391509,52.067636,Забайкальский край,0.0123296604701559,496.5,4,10,6,1,0.0,0,0,1,4,6,0,0,6,1,0,5,0,0,1,0,0
37.56017,55.783585,Москва,-0.059669790613005,3185.5,26,13,90,16,0.0,23,0,2,5,19,7,12,22,6,7,40,1,4,9,2,4
39.877689,59.223052,Вологодская область,-0.0603870806110282,5478.0,16,5,64,2,0.0,10,0,1,2,19,0,0,5,8,1,25,1,0,1,4,12
132.350794,43.116654,Приморский край,0.1407486070589888,8083.0,3,5,10,0,0.0,6,0,0,1,14,0,2,18,1,1,13,0,0,9,0,5
50.108889,55.302007,Татарстан,-0.0772106608897258,1022.0,5,1,6,0,0.0,0,0,3,5,7,0,0,14,1,1,6,3,0,7,0,0
38.133412,55.788834,Московская область,-0.0494611022595088,1942.0,1,2,1,1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
37.648456,55.772168,Москва,0.2186083166997159,8083.0,82,30,263,27,280.4900230702651,121,6,11,31,74,8,25,61,15,42,80,5,8,16,1,39
88.21634,69.340483,Красноярский край,0.0558175085554086,8083.0,6,14,13,1,0.0,4,0,1,2,10,1,2,30,1,0,10,0,0,10,0,1
137.020461,50.545218,Хабаровский край,0.2186083166997159,8083.0,11,8,34,2,0.0,15,0,2,6,18,0,4,53,3,4,34,2,1,13,1,6
36.581995,50.574442,Белгородская область,-0.0327752789192413,5478.0,9,5,24,4,0.0,4,0,8,10,15,1,1,29,0,3,18,2,0,13,0,1
65.582136,57.108922,Тюменская область,-0.0169115971020841,5478.0,13,6,47,7,0.0,17,0,4,6,18,3,3,27,1,2,48,3,1,5,0,1
73.227446,54.995101,Омская область,-0.0152492128728709,1942.0,2,3,3,1,0.0,4,0,0,2,2,1,2,7,0,0,11,0,0,3,0,2
37.283507,55.678991,Московская область,-0.0433278579657105,5478.0,5,6,38,5,0.0,21,0,3,6,19,0,3,21,2,2,34,1,1,8,1,1
108.26556,51.834286,Республика Бурятия,0.1637724124604081,8083.0,0,1,0,0,0.0,0,0,2,2,2,0,0,2,0,0,3,0,0,1,0,0
50.041542,53.142627,Самарская область,0.0374555117613817,1942.0,0,0,0,0,0.0,1,0,1,1,2,0,1,6,0,0,6,1,1,2,0,0
45.959741,51.503074,Саратовская область,-0.0701962354334887,5478.0,1,6,7,1,0.0,4,0,2,5,8,0,3,5,1,1,6,2,0,1,1,0
136.989523,50.546729,Хабаровский край,0.2186083166997159,8083.0,7,5,24,4,0.0,13,0,3,3,12,3,5,58,1,4,24,3,4,17,0,3
49.079698,55.832035,Татарстан,-0.0261623480159294,5478.0,43,19,75,3,357.5740821688021,110,5,16,27,55,1,32,77,0,42,101,7,9,29,0,8
36.193931,51.747176,Курская область,0.2128045371148038,8083.0,39,12,63,15,0.0,29,0,12,26,46,3,14,49,5,3,79,4,3,18,4,8
82.912488,55.05941,Новосибирская область,-0.0535767035027698,3185.5,60,15,91,33,4.395632561408982,65,5,18,27,31,1,23,65,3,2,58,4,5,26,3,5
42.715359,43.906187,Ставропольский край,-0.03798956520991,5478.0,38,19,83,13,0.0,15,0,12,20,29,3,6,38,4,6,31,2,0,18,0,28
40.722662,51.11884,Воронежская область,-0.0891634370961361,496.5,9,1,11,3,0.0,6,0,1,3,3,0,5,10,1,1,8,0,3,9,1,1
65.522506,57.145983,Тюменская область,-0.094500912590154,5478.0,9,6,16,4,0.0,3,0,2,2,6,2,0,10,1,0,8,2,0,7,0,5
37.867708,55.910644,Московская область,0.0871159510050686,1942.0,15,8,27,6,0.0,8,0,4,9,12,2,5,23,1,0,27,1,2,17,0,2
44.020045,56.317587,Нижегородская область,-0.0701045322828686,5478.0,14,19,70,7,0.0,60,0,13,18,52,1,25,36,5,12,60,3,4,12,2,9
37.621633,55.754638,Москва,0.0039120485498588,5478.0,90,13,446,22,224.05745965264973,65,8,6,12,63,9,11,35,21,36,53,3,2,7,3,40
44.088766,56.283525,Нижегородская область,0.0365592761291406,1942.0,0,1,16,0,0.0,9,0,0,3,10,0,2,8,0,0,9,0,1,2,0,2
82.936069,54.96408,Новосибирская область,-0.0112819497886029,5478.0,17,8,17,15,0.0,0,0,2,2,3,14,0,3,0,0,1,2,0,1,0,0
53.85233,63.541994,Республика Коми,-0.0539247406161974,496.5,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.251808,58.953913,Республика Саха (Якутия),-0.0137219756565221,5478.0,0,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
30.356436,59.955737,Санкт-Петербург,-0.0588071303240082,5478.0,47,27,96,29,48.0158225885658,28,3,12,22,31,13,15,25,3,34,48,8,6,15,0,14
82.88385,55.020987,Новосибирская область,-0.1303068551374405,3185.5,0,2,2,0,0.0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
124.72178,56.658103,Республика Саха (Якутия),0.1120866097691792,3185.5,7,13,22,3,0.0,33,0,3,4,15,2,7,76,1,5,20,2,3,24,1,6
56.707922,59.701582,Пермский край,-0.0344252304803319,5478.0,8,8,19,2,0.0,9,0,1,3,6,1,5,19,1,1,14,0,1,8,0,0
31.94119,52.534543,Брянская область,-0.0690883399283735,496.5,5,13,16,1,0.0,9,0,0,4,18,1,3,10,4,2,23,0,0,3,0,8
136.997608,50.542362,Хабаровский край,0.0616656403663612,5478.0,14,12,36,7,0.0,20,0,4,9,18,0,9,48,4,4,33,0,4,19,2,3
55.908556,53.621997,Башкортостан,-0.0293094728856674,5478.0,4,9,14,1,0.0,8,0,4,19,27,0,0,24,1,0,27,3,0,8,1,1
86.173175,55.345012,Кемеровская область,-0.0252328435532771,5478.0,4,10,11,0,0.0,3,0,0,1,9,0,1,9,0,1,8,0,0,3,0,1
39.189417,51.654757,Воронежская область,-0.0479784350677596,5478.0,49,8,79,30,0.0,33,0,21,33,58,3,16,39,5,5,63,5,7,12,1,6
48.50024,55.850666,Татарстан,-0.0310286906207344,5478.0,10,9,14,1,0.0,12,0,12,19,31,0,10,17,1,4,25,2,6,10,0,2
50.21524,53.233527,Самарская область,-0.0681048214024586,3185.5,5,6,19,1,0.0,29,0,2,4,14,0,12,38,1,10,41,2,8,17,0,3
39.072538,44.096527,Краснодарский край,-0.0117519299323981,5478.0,19,5,42,9,0.0,8,0,4,15,23,1,3,21,2,6,31,2,1,8,1,4
37.658976,55.760231,Москва,0.2103378311149697,8083.0,133,20,287,41,181.0615546986012,142,9,8,31,60,4,62,64,20,16,89,0,14,29,6,45
36.588399,50.594825,Белгородская область,0.005478575910081,5478.0,24,1,72,8,0.0,11,0,2,12,48,2,0,19,4,2,23,1,0,2,3,6
37.550109,55.427882,Московская область,0.0207062512623758,5478.0,10,13,64,4,0.0,26,0,4,10,31,3,3,45,5,5,36,0,1,13,1,1
136.997608,50.542362,Хабаровский край,0.1350486028639166,8083.0,14,12,36,7,0.0,20,0,4,9,18,0,9,48,4,4,33,0,4,19,2,3
55.131927,51.719254,Оренбургская область,-0.1139956496627117,5478.0,0,1,0,0,0.0,2,0,3,5,9,0,1,4,0,0,6,2,0,1,0,0
50.27735,53.225684,Самарская область,-0.1056736764980781,5478.0,2,6,6,1,0.0,8,0,1,2,7,1,2,10,0,4,19,0,2,1,0,4
61.411788,55.165888,Челябинская область,0.2186083166997159,8083.0,18,14,89,3,0.0,20,0,6,25,53,1,4,21,8,2,40,5,2,4,3,8
37.602166,55.885469,Москва,0.0092413122509568,5478.0,20,26,49,14,125.5488480571708,27,7,6,9,14,4,14,31,1,4,38,2,4,20,0,0
53.723485,56.449732,Удмуртия,-0.1450012314747548,496.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.913885,60.667633,Ленинградская область,-0.0250820993929958,5478.0,1,2,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44.022471,56.326393,Нижегородская область,-0.0461478434852504,5478.0,24,15,95,8,0.0,41,0,9,14,47,1,7,24,3,18,44,3,4,4,0,10
49.259433,53.51454,Самарская область,-0.0445923041610829,5478.0,4,7,23,1,0.0,6,0,0,0,4,1,3,19,2,2,6,0,2,8,1,0
85.035738,56.517137,Томская область,-0.0255006183672186,5478.0,8,10,19,6,0.0,22,0,12,18,33,0,7,24,1,3,21,2,0,5,0,3
131.901439,43.130479,Приморский край,-0.0001077128037418,5478.0,25,4,54,6,0.0,46,0,6,19,46,2,19,42,1,2,42,4,9,16,1,8
84.956156,56.460208,Томская область,0.0239545277665816,8083.0,87,9,153,10,0.0,53,0,1,15,42,0,22,32,6,0,43,1,7,14,2,4
37.509801,51.278061,Белгородская область,-0.0035650632062463,5478.0,4,5,10,0,0.0,6,0,2,3,3,0,4,21,0,0,12,1,1,12,0,0
30.090687,59.7412,Санкт-Петербург,0.0235920014487579,5478.0,10,12,23,3,0.0,10,0,2,8,10,3,7,13,1,4,14,2,2,7,1,0
37.894972,55.679727,Московская область,0.0462594646936217,1942.0,26,21,41,6,0.0,8,0,8,22,26,1,6,30,1,7,32,4,1,19,1,2
94.414104,51.700815,Республика Тыва,0.1692970411264407,8083.0,0,6,0,0,0.0,0,0,0,0,0,0,0,8,0,3,1,0,0,2,0,2
83.77541,53.335253,Алтайский край,0.0201051903720075,1942.0,27,16,71,15,0.0,45,0,1,5,24,6,23,25,4,1,47,0,11,11,2,7
50.159922,53.203419,Самарская область,0.020642927465213,5478.0,4,3,32,4,58.848054926170285,29,3,3,5,18,1,11,31,1,7,55,0,4,9,1,4
53.196246,55.302812,Татарстан,-0.1098844995654846,1022.0,0,0,2,0,0.0,0,0,3,4,8,0,0,10,0,0,7,3,0,6,0,0
131.894701,43.113226,Приморский край,0.0892101511678425,8083.0,21,4,95,14,0.0,33,0,5,14,56,2,3,21,10,2,18,3,3,5,4,15
47.929989,56.627921,Марий Эл,-0.0838730059595763,1022.0,4,9,23,2,0.0,11,0,2,2,12,1,2,30,1,3,24,2,2,5,0,2
107.676876,51.815254,Республика Бурятия,-0.0591772157769874,5478.0,0,5,1,0,0.0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0
32.045179,54.764158,Смоленская область,-0.0671568465086197,5478.0,4,5,21,0,0.0,13,0,1,4,9,0,1,16,2,2,27,1,0,4,0,5
30.439773,59.959683,Санкт-Петербург,0.1688924302262295,8083.0,7,9,18,3,0.0,19,0,8,13,14,3,7,11,1,3,10,5,4,3,0,1
86.168082,54.667754,Кемеровская область,0.1764597828765922,8083.0,2,0,4,1,0.0,2,0,2,2,3,0,2,6,1,0,5,0,0,2,1,0
37.733221,55.77873,Москва,-0.1104579885457725,5478.0,10,10,49,5,0.0,17,0,0,6,23,2,2,25,1,2,36,0,0,7,0,5
37.666072,55.897771,Москва,0.1403613578182125,8083.0,6,4,10,5,0.0,4,0,7,7,7,3,0,6,0,1,9,3,0,2,0,0
45.987176,51.590376,Саратовская область,-0.044424165167266,5478.0,0,2,0,0,0.0,0,0,0,0,1,0,0,4,0,0,2,0,0,2,0,0
37.510152,55.744992,Москва,-0.0040164036428819,1942.0,34,14,96,24,306.21360880084336,52,7,2,6,19,0,9,46,3,4,40,2,8,11,1,2
40.465223,52.895298,Тамбовская область,0.0386497023258123,5478.0,1,6,5,1,0.0,7,0,0,2,2,1,2,21,1,3,18,0,0,3,1,0
131.95293,43.795614,Приморский край,-0.0733752602123017,5478.0,17,5,50,4,0.0,25,0,1,14,37,1,11,30,6,6,35,1,0,7,3,6
89.17875,55.528233,Красноярский край,-0.0825357057722958,3185.5,1,0,4,0,0.0,1,0,0,3,3,0,1,6,0,2,3,0,0,3,0,2
37.618875,54.21414,Тульская область,0.0373741413645984,1942.0,9,16,24,3,0.0,22,0,3,7,15,1,10,22,0,5,30,3,6,8,0,2
86.064497,55.355787,Кемеровская область,-0.0591029879910735,5478.0,17,21,62,2,0.0,11,0,0,0,16,1,1,8,1,2,15,0,0,1,0,3
56.209806,58.005696,Пермский край,0.0048632550836535,1942.0,25,14,43,9,0.0,8,0,3,9,15,1,3,17,2,6,28,2,0,7,2,8
45.005587,53.196898,Пензенская область,0.026120128095567,5478.0,21,7,114,6,0.0,31,0,3,8,47,1,8,38,11,6,42,1,2,7,3,6
37.734991,55.585174,Московская область,0.0164481060780835,1942.0,7,6,24,6,0.0,5,0,0,1,7,1,3,10,1,0,5,0,1,8,0,0
41.016995,50.42452,Воронежская область,-0.0333443469722333,496.5,7,4,14,5,0.0,6,0,5,6,8,2,4,20,1,1,22,0,2,6,1,1
73.250452,55.029544,Омская область,-0.0103807120456383,3185.5,10,8,13,6,0.0,14,0,10,16,16,5,10,29,0,1,20,7,5,19,0,0
39.946859,52.493406,Липецкая область,-0.0598952377433553,496.5,9,10,14,1,0.0,6,0,2,8,11,1,4,24,1,2,14,2,4,18,0,1
124.71038,56.660196,Республика Саха (Якутия),0.0847389931778164,5478.0,8,9,33,2,0.0,38,0,4,11,18,1,16,86,2,1,29,0,6,26,0,7
82.941028,55.110239,Новосибирская область,-0.0077808022904513,5478.0,8,5,14,6,0.0,26,0,2,3,5,2,13,18,1,1,24,2,7,9,1,1
56.050562,54.76516,Башкортостан,0.0378581624144162,5478.0,9,6,18,4,0.0,7,0,4,6,15,2,3,10,0,2,22,3,2,3,0,2
84.918094,56.577967,Томская область,-0.0528612048771908,5478.0,3,7,5,0,0.0,4,0,4,4,25,0,0,12,0,0,9,1,0,5,0,1
73.383906,61.254809,Ханты-Мансийский автономный округ — Югра,0.0317390706085616,1942.0,20,5,54,11,0.0,34,0,5,15,47,2,3,51,1,1,45,3,1,13,1,7
124.728292,55.147556,Амурская область,-0.006387596470388,5478.0,7,11,19,3,0.0,6,0,2,2,6,0,2,59,4,0,9,0,1,26,1,5
83.725823,53.382361,Алтайский край,-0.0509174494186439,5478.0,3,9,8,0,0.0,3,0,1,2,4,0,2,19,1,1,7,0,0,7,0,1
86.622665,53.874981,Кемеровская область,-0.0809095610788523,5478.0,2,8,7,0,0.0,2,0,0,1,2,0,2,7,1,1,7,0,0,1,0,0
39.500154,50.997525,Воронежская область,0.0804834139837294,8083.0,4,6,8,2,0.0,2,0,0,0,5,1,0,21,0,0,13,0,0,9,0,1
82.936069,54.96408,Новосибирская область,0.1483390104339766,8083.0,17,8,17,15,0.0,0,0,2,2,3,14,0,3,0,0,1,2,0,1,0,0
37.012252,58.104241,Тверская область,-0.1065148455808118,5478.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.613249,56.81573,Свердловская область,-0.1241891008319958,5478.0,12,16,48,2,0.0,28,0,4,6,43,0,14,23,2,3,47,2,4,8,1,9
37.445814,55.671331,Москва,-0.0198850056234913,1942.0,8,18,17,6,151.1077777862062,13,5,3,7,10,3,3,13,0,1,13,3,1,6,0,0
131.911338,43.167642,Приморский край,0.0089891170569883,3185.5,13,12,39,7,0.0,15,0,4,9,34,2,3,29,2,2,31,2,1,10,0,6
85.056417,56.493988,Томская область,0.0601824335742998,5478.0,2,3,4,2,0.0,3,0,4,4,5,2,3,1,0,0,4,4,2,1,0,0
73.473216,54.923305,Омская область,-0.1114010602312288,3185.5,0,2,2,0,0.0,2,0,1,1,1,0,2,2,0,1,11,0,0,0,0,0
33.095247,68.914481,Мурманская область,0.0336780586607201,1942.0,13,12,22,9,0.0,2,0,8,9,16,5,1,15,3,1,15,4,0,9,2,5
30.485892,59.900507,Санкт-Петербург,0.1228337533547936,8083.0,10,4,46,7,0.0,17,0,6,6,37,4,3,46,1,14,32,6,2,4,0,0
37.540488,55.748143,Москва,0.2163946400503778,8083.0,130,26,183,82,135.05305019901877,53,15,11,28,54,15,19,35,6,11,39,0,12,14,2,10
35.349236,52.341888,Курская область,-0.0307697448359868,3185.5,9,8,19,2,0.0,4,0,2,8,18,0,3,24,2,1,30,1,2,13,1,3
37.482053,56.01235,Московская область,0.0354968085465914,5478.0,17,9,25,8,0.0,8,0,4,9,10,2,3,18,2,9,22,0,2,8,0,1
61.412938,55.156194,Челябинская область,0.0275851711595541,1942.0,25,13,65,6,0.0,27,0,1,13,50,1,16,18,9,1,47,1,4,7,5,10
83.67965,53.343226,Алтайский край,0.0184436184151378,1942.0,15,7,46,7,0.0,20,0,5,9,17,2,2,28,3,0,38,1,0,12,1,2
47.870081,56.645227,Марий Эл,-0.1114618400931529,1022.0,10,11,35,0,0.0,14,0,0,5,11,0,4,51,0,0,47,0,0,10,0,3
39.925452,43.431253,Краснодарский край,0.1803214530013002,8083.0,41,6,119,10,0.0,25,0,5,11,30,0,9,39,6,1,34,3,4,23,3,68
41.948278,45.038228,Ставропольский край,0.0180556438549661,1942.0,7,11,29,2,0.0,11,0,4,11,24,1,5,31,2,0,40,1,0,16,0,2
39.187756,51.659009,Воронежская область,-0.0318638787420057,496.5,36,13,136,3,0.0,45,0,3,38,74,0,18,39,9,6,72,0,10,17,1,8
49.431712,53.508452,Самарская область,-0.0663492830910497,5478.0,0,10,14,0,0.0,7,0,6,11,15,0,4,25,1,5,19,6,1,9,0,3
92.766333,56.005677,Красноярский край,0.1443171733367611,8083.0,6,4,8,4,0.0,1,0,0,0,0,0,0,4,0,1,2,0,0,3,0,2
37.511293,55.920926,Московская область,-0.0299793389120025,5478.0,2,2,6,1,0.0,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,1
91.433719,53.715141,Республика Хакасия,0.2186083166997159,8083.0,4,4,30,2,0.0,10,0,2,5,9,1,1,13,2,1,8,2,0,2,0,3
43.086848,44.087062,Ставропольский край,-0.0695214252166099,5478.0,3,0,5,0,0.0,2,0,2,2,2,0,1,10,0,1,5,1,0,5,0,1
37.653388,55.854997,Москва,0.0156809483928241,5478.0,12,20,30,12,48.868527123270006,26,6,7,9,13,3,10,25,2,4,29,4,4,15,2,1
65.541946,57.146051,Тюменская область,-0.0539381732202906,3185.5,24,10,85,11,0.0,9,0,1,1,16,7,2,16,1,5,31,0,1,3,0,3
92.904369,56.050913,Красноярский край,-0.0704723177505778,3185.5,19,8,49,13,0.0,20,0,3,12,28,8,4,16,1,0,24,2,0,4,1,5
40.928592,57.76895,Костромская область,0.0216635018755702,5478.0,43,11,68,9,0.0,8,0,5,8,16,6,4,6,5,4,17,1,0,5,3,14
44.202053,52.456171,Пензенская область,-0.1118280164861532,496.5,4,7,7,1,0.0,1,0,2,4,5,0,1,5,2,0,7,1,1,1,1,2
65.558322,57.173752,Тюменская область,-0.059348342258982,3185.5,18,10,37,3,0.0,18,0,3,5,9,0,8,13,0,7,17,1,0,5,0,0
73.327932,54.951069,Омская область,-0.1013755908540726,3185.5,1,10,1,1,0.0,2,0,4,4,4,1,2,11,0,1,20,3,1,7,0,0
37.621669,55.700481,Москва,-0.0520548881573458,3185.5,23,19,98,13,0.0,22,0,4,10,16,7,2,19,2,9,25,1,0,8,0,7
37.865804,55.668371,Московская область,0.1318089819509335,8083.0,10,10,36,1,0.0,24,0,1,5,8,1,7,39,0,9,44,1,4,8,0,4
73.267322,55.037325,Омская область,0.021712241425951,1942.0,3,8,18,3,0.0,30,0,4,5,15,1,12,34,0,0,53,1,5,13,0,1
37.590901,55.765412,Москва,0.2069127768003578,8083.0,97,6,389,20,0.0,165,0,5,20,91,5,50,66,24,48,121,2,17,15,8,55
44.260407,46.318213,Калмыкия,0.1720688428454551,8083.0,4,5,21,1,0.0,23,0,1,5,14,0,4,28,1,4,27,1,1,12,0,4
90.480822,56.24462,Красноярский край,0.1609818193896288,8083.0,1,1,4,0,0.0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
38.229325,55.566287,Московская область,-0.0441562668294769,5478.0,17,9,28,11,0.0,8,0,8,14,24,3,5,31,1,3,24,1,0,18,1,0
72.859056,60.753108,Ханты-Мансийский автономный округ — Югра,-0.0227683060426892,5478.0,0,1,4,0,0.0,2,0,0,2,3,0,0,7,0,0,2,0,0,1,0,1
37.150898,56.732035,Московская область,0.2186083166997159,8083.0,8,9,32,2,0.0,35,0,4,6,13,0,14,27,1,4,25,3,3,13,0,1
